Name,Industry,Sector,,Name,Industry
,,,,TUH19,#N/A
,,,,UNIQH19,#N/A
,,,,USDF19,#N/A
,,,,USDG19,#N/A
,,,,USDH19,#N/A
,,,,USDM19,#N/A
,,,,VGIH19,#N/A
,,,,VGIM19,#N/A
,,,,WHAH19,#N/A
,,,,WHAM19,#N/A
,,,,WHAU19,#N/A
